Direction and Energies,,,,,,,,,
X-axis ,,Y-axis,,inter-layer height ,,Energies (Hartree),,Relative energy (eV),
1.5,,6.1,,3.28,,-213.2878192,,0.347761692,
1.5,,6.2,,3.3,,-213.287933,,0.344664218,
1.5,,6.3,,3.3,,-213.2880581,,0.341261161,
1.5,,6.4,,3.3,,-213.2881817,,0.337897559,
1.5,,6.5,,3.29,,-213.2883103,,0.334398446,
1.5,,6.6,,3.29,,-213.2884078,,0.33174479,
1.5,,6.7,,3.3,,-213.2884685,,0.330092514,
1.5,,6.8,,3.3,,-213.288515,,0.328828272,
1.5,,6.9,,3.29,,-213.2885451,,0.328010297,
1.5,,7,,3.29,,-213.2885292,,0.32844187,
1.5,,7.1,,3.3,,-213.2884717,,0.330005981,
1.5,,7.2,,3.3,,-213.2884103,,0.33167785,
1.5,,7.3,,3.3,,-213.2883431,,0.333506728,
1.5,,7.4,,3.29,,-213.2882992,,0.334701853,
1.5,,7.5,,3.29,,-213.2882732,,0.335409349,
1.5,,7.6,,3.3,,-213.2882816,,0.335180501,
1.5,,7.7,,3.28,,-213.2883716,,0.332731747,
1.5,,7.8,,3.29,,-213.2885649,,0.327470695,
1.5,,7.9,,3.29,,-213.2888258,,0.320371785,
1.5,,8,,3.28,,-213.2891866,,0.310552279,
1.6,,0,,3.3,,-213.2921662,,0.229474825,
1.6,,0.1,,3.28,,-213.2924031,,0.223027083,
1.6,,0.2,,3.28,,-213.2927728,,0.212967573,
1.6,,0.3,,3.28,,-213.2932475,,0.200049777,
1.6,,0.4,,3.26,,-213.2938051,,0.184878605,
1.6,,0.5,,3.26,,-213.2944456,,0.167447799,
1.6,,0.6,,3.26,,-213.2950904,,0.149903521,
1.6,,0.7,,3.24,,-213.2957323,,0.132434891,
1.6,,0.8,,3.24,,-213.2963271,,0.116249006,
1.6,,0.9,,3.23,,-213.2968338,,0.102461533,
1.6,,1,,3.23,,-213.2972394,,0.091426494,
1.6,,1.1,,3.23,,-213.2975238,,0.083687572,
1.6,,1.2,,3.22,,-213.2976888,,0.079196331,
1.6,,1.3,,3.22,,-213.2977468,,0.077618614,
1.6,,1.4,,3.23,,-213.2977094,,0.078637136,
1.6,,1.5,,3.23,,-213.2975995,,0.081625764,
1.6,,1.6,,3.23,,-213.2974374,,0.086038637,
1.6,,1.7,,3.23,,-213.2972426,,0.091339146,
1.6,,1.8,,3.23,,-213.2970315,,0.097081568,
1.6,,1.9,,3.23,,-213.2968149,,0.102976373,
1.6,,2,,3.22,,-213.2966017,,0.108776755,
1.6,,2.1,,3.22,,-213.296387,,0.114621492,
1.6,,2.2,,3.21,,-213.2961472,,0.121146785,
1.6,,2.3,,3.22,,-213.2958968,,0.127958887,
1.6,,2.4,,3.21,,-213.2955948,,0.13617673,
1.6,,2.5,,3.2,,-213.2952003,,0.146912716,
1.6,,2.6,,3.21,,-213.294732,,0.159654182,
1.6,,2.7,,3.21,,-213.294136,,0.17587272,
1.6,,2.8,,3.2,,-213.2934057,,0.195746294,
1.6,,2.9,,3.21,,-213.2925865,,0.218037873,
1.6,,3,,3.21,,-213.2916553,,0.243376313,
1.6,,3.1,,3.22,,-213.2906919,,0.269592047,
1.6,,3.2,,3.23,,-213.2897208,,0.29601731,
1.6,,3.3,,3.24,,-213.2887912,,0.321312483,
1.6,,3.4,,3.25,,-213.2879455,,0.34432462,
1.6,,3.5,,3.26,,-213.2872159,,0.36417833,
1.6,,3.6,,3.26,,-213.2866071,,0.380744358,
1.6,,3.7,,3.28,,-213.2861687,,0.392675196,
1.6,,3.8,,3.28,,-213.28587,,0.400803513,
1.6,,3.9,,3.29,,-213.2857019,,0.40537775,
1.6,,4,,3.29,,-213.285667,,0.406326067,
1.6,,4.1,,3.29,,-213.2857357,,0.404458004,
1.6,,4.2,,3.28,,-213.2858869,,0.400342552,
1.6,,4.3,,3.29,,-213.2860949,,0.394683397,
1.6,,4.4,,3.29,,-213.286337,,0.388094973,
1.6,,4.5,,3.28,,-213.2866063,,0.380766943,
1.6,,4.6,,3.28,,-213.2868554,,0.373989128,
1.6,,4.7,,3.27,,-213.2870745,,0.368026566,
1.6,,4.8,,3.28,,-213.2872619,,0.362926605,
1.6,,4.9,,3.28,,-213.2874004,,0.359159187,
1.6,,5,,3.28,,-213.2874915,,0.35667914,
1.6,,5.1,,3.27,,-213.2875376,,0.355424694,
1.6,,5.2,,3.28,,-213.2875489,,0.355117478,
1.6,,5.3,,3.28,,-213.2875339,,0.355525649,
1.6,,5.4,,3.28,,-213.2875067,,0.356265799,
1.6,,5.5,,3.28,,-213.2874812,,0.356960506,
1.6,,5.6,,3.28,,-213.2874701,,0.357261736,
1.6,,5.7,,3.28,,-213.2874836,,0.356894382,
1.6,,5.8,,3.28,,-213.2875278,,0.355691094,
1.6,,5.9,,3.29,,-213.2876245,,0.353059752,
1.6,,6,,3.29,,-213.287736,,0.35002568,
1.6,,6.1,,3.29,,-213.2878709,,0.346355679,
1.6,,6.2,,3.29,,-213.2880207,,0.342278051,
1.6,,6.3,,3.3,,-213.288164,,0.338380834,
1.6,,6.4,,3.29,,-213.2883265,,0.333958709,
1.6,,6.5,,3.29,,-213.2884623,,0.330262857,
1.6,,6.6,,3.29,,-213.2885744,,0.327210826,
1.6,,6.7,,3.3,,-213.2886411,,0.32539637,
1.6,,6.8,,3.3,,-213.2886846,,0.324212946,
1.6,,6.9,,3.29,,-213.2887046,,0.323670351,
1.6,,7,,3.29,,-213.2886713,,0.32457513,
1.6,,7.1,,3.3,,-213.2885912,,0.326753947,
1.6,,7.2,,3.3,,-213.2885042,,0.329121339,
1.6,,7.3,,3.29,,-213.2884218,,0.331363558,
1.6,,7.4,,3.29,,-213.2883378,,0.333649044,
1.6,,7.5,,3.29,,-213.2882862,,0.335055057,
1.6,,7.6,,3.29,,-213.2882876,,0.335015056,
1.6,,7.7,,3.29,,-213.2883601,,0.333044678,
1.6,,7.8,,3.28,,-213.2885026,,0.329166238,
1.6,,7.9,,3.28,,-213.2887589,,0.322191412,
1.6,,8,,3.29,,-213.2890893,,0.313201581,
1.7,,0,,3.28,,-213.2931949,,0.201481097,
1.7,,0.1,,3.28,,-213.2934016,,0.195858133,
1.7,,0.2,,3.28,,-213.2937196,,0.187204092,
1.7,,0.3,,3.26,,-213.2941476,,0.175556796,
1.7,,0.4,,3.26,,-213.2946636,,0.161516802,
1.7,,0.5,,3.26,,-213.2952136,,0.146551349,
1.7,,0.6,,3.24,,-213.2957921,,0.130807377,
1.7,,0.7,,3.23,,-213.2963441,,0.115788317,
1.7,,0.8,,3.23,,-213.2968652,,0.101607912,
1.7,,0.9,,3.23,,-213.2972962,,0.089880071,
1.7,,1,,3.22,,-213.2976274,,0.080868199,
1.7,,1.1,,3.22,,-213.297853,,0.07472713,
1.7,,1.2,,3.22,,-213.2979675,,0.071612513,
1.7,,1.3,,3.21,,-213.297964,,0.071708298,
1.7,,1.4,,3.23,,-213.2978902,,0.073715683,
1.7,,1.5,,3.23,,-213.2977523,,0.077468135,
1.7,,1.6,,3.23,,-213.2975667,,0.082518298,
1.7,,1.7,,3.23,,-213.2973505,,0.088401675,
1.7,,1.8,,3.23,,-213.297117,,0.094756898,
1.7,,1.9,,3.22,,-213.2968914,,0.100894157,
1.7,,2,,3.22,,-213.2966462,,0.107567208,
1.7,,2.1,,3.21,,-213.2963844,,0.114691969,
1.7,,2.2,,3.22,,-213.2961062,,0.122260276,
1.7,,2.3,,3.21,,-213.2957929,,0.13078588,
1.7,,2.4,,3.2,,-213.2953935,,0.141656018,
1.7,,2.5,,3.21,,-213.2949262,,0.154371905,
1.7,,2.6,,3.2,,-213.2943263,,0.170694391,
1.7,,2.7,,3.21,,-213.2936124,,0.190120337,
1.7,,2.8,,3.21,,-213.2927621,,0.213258735,
1.7,,2.9,,3.22,,-213.2918017,,0.239392564,
1.7,,3,,3.23,,-213.2907618,,0.267689426,
1.7,,3.1,,3.24,,-213.2896916,,0.296811883,
1.7,,3.2,,3.25,,-213.288642,,0.325371336,
1.7,,3.3,,3.26,,-213.287661,,0.352068168,
1.7,,3.4,,3.27,,-213.2867847,,0.375911069,
1.7,,3.5,,3.27,,-213.2860483,,0.395949816,
1.7,,3.6,,3.29,,-213.2854731,,0.41160263,
1.7,,3.7,,3.29,,-213.2850696,,0.422582974,
1.7,,3.8,,3.29,,-213.2848207,,0.429355891,
1.7,,3.9,,3.3,,-213.2847185,,0.432136352,
1.7,,4,,3.29,,-213.2847625,,0.430938506,
1.7,,4.1,,3.3,,-213.2849164,,0.426750672,
1.7,,4.2,,3.29,,-213.2851684,,0.419894215,
1.7,,4.3,,3.3,,-213.2854642,,0.411843995,
1.7,,4.4,,3.28,,-213.2858103,,0.402427218,
1.7,,4.5,,3.29,,-213.2861752,,0.392496961,
1.7,,4.6,,3.29,,-213.2865079,,0.383443457,
1.7,,4.7,,3.28,,-213.2868137,,0.375122483,
1.7,,4.8,,3.29,,-213.287048,,0.368748756,
1.7,,4.9,,3.28,,-213.2872528,,0.363175862,
1.7,,5,,3.27,,-213.2873674,,0.360055803,
1.7,,5.1,,3.28,,-213.2874508,,0.357785828,
1.7,,5.2,,3.28,,-213.287475,,0.357128944,
1.7,,5.3,,3.29,,-213.2874606,,0.357520788,
1.7,,5.4,,3.29,,-213.287445,,0.357943926,
1.7,,5.5,,3.29,,-213.2874326,,0.358282163,
1.7,,5.6,,3.29,,-213.2874383,,0.358125698,
1.7,,5.7,,3.3,,-213.2874545,,0.357686778,
1.7,,5.8,,3.3,,-213.2875314,,0.355592589,
1.7,,5.9,,3.3,,-213.2876453,,0.352494843,
1.7,,6,,3.29,,-213.287802,,0.348230817,
1.7,,6.1,,3.29,,-213.287974,,0.343550456,
1.7,,6.2,,3.29,,-213.288162,,0.338434713,
1.7,,6.3,,3.3,,-213.2883429,,0.33351217,
1.7,,6.4,,3.3,,-213.2885235,,0.328597791,
1.7,,6.5,,3.29,,-213.2886972,,0.323871715,
1.7,,6.6,,3.29,,-213.2888264,,0.32035437,
1.7,,6.7,,3.29,,-213.2889153,,0.317936365,
1.7,,6.8,,3.3,,-213.2889388,,0.317296625,
1.7,,6.9,,3.29,,-213.2889529,,0.316911311,
1.7,,7,,3.29,,-213.2889019,,0.318299637,
1.7,,7.1,,3.3,,-213.2887947,,0.321216699,
1.7,,7.2,,3.29,,-213.2886961,,0.323901104,
1.7,,7.3,,3.29,,-213.2885701,,0.327328652,
1.7,,7.4,,3.29,,-213.2884548,,0.330467487,
1.7,,7.5,,3.3,,-213.2883604,,0.333035154,
1.7,,7.6,,3.3,,-213.2883304,,0.333850952,
1.7,,7.7,,3.29,,-213.2883886,,0.332268065,
1.7,,7.8,,3.29,,-213.2885184,,0.328735753,
1.7,,7.9,,3.28,,-213.2887345,,0.322856186,
1.7,,8,,3.29,,-213.2890425,,0.314474531,
1.8,,0,,3.27,,-213.2938892,,0.18258931,
1.8,,0.1,,3.27,,-213.2940752,,0.177526629,
1.8,,0.2,,3.27,,-213.2943656,,0.169626616,
1.8,,0.3,,3.27,,-213.2947399,,0.159441389,
1.8,,0.4,,3.25,,-213.2952086,,0.146684956,
1.8,,0.5,,3.25,,-213.2957167,,0.132859661,
1.8,,0.6,,3.25,,-213.2962234,,0.119073005,
1.8,,0.7,,3.23,,-213.2967385,,0.105055596,
1.8,,0.8,,3.22,,-213.2971867,,0.092859991,
1.8,,0.9,,3.22,,-213.2975799,,0.08215938,
1.8,,1,,3.22,,-213.2978734,,0.07417229,
1.8,,1.1,,3.21,,-213.2980558,,0.069209747,
1.8,,1.2,,3.21,,-213.2981476,,0.066711196,
1.8,,1.3,,3.21,,-213.298143,,0.066836369,
1.8,,1.4,,3.21,,-213.2980567,,0.069184985,
1.8,,1.5,,3.21,,-213.2979063,,0.073277307,
1.8,,1.6,,3.21,,-213.2977099,,0.078621082,
1.8,,1.7,,3.21,,-213.297484,,0.084769498,
1.8,,1.8,,3.22,,-213.2972419,,0.091358466,
1.8,,1.9,,3.22,,-213.296984,,0.098376014,
1.8,,2,,3.21,,-213.296719,,0.10558513,
1.8,,2.1,,3.22,,-213.2964165,,0.113817395,
1.8,,2.2,,3.21,,-213.2961045,,0.122307352,
1.8,,2.3,,3.2,,-213.2957125,,0.132975581,
1.8,,2.4,,3.21,,-213.2952491,,0.145584527,
1.8,,2.5,,3.2,,-213.2946706,,0.161327139,
1.8,,2.6,,3.21,,-213.2939657,,0.180507366,
1.8,,2.7,,3.22,,-213.2931053,,0.203918694,
1.8,,2.8,,3.22,,-213.2921411,,0.230157287,
1.8,,2.9,,3.23,,-213.2910549,,0.259714309,
1.8,,3,,3.23,,-213.2899128,,0.290791905,
1.8,,3.1,,3.24,,-213.2887537,,0.322332094,
1.8,,3.2,,3.25,,-213.2876362,,0.352740834,
1.8,,3.3,,3.26,,-213.2866109,,0.38064041,
1.8,,3.4,,3.28,,-213.2857283,,0.404657736,
1.8,,3.5,,3.28,,-213.2849884,,0.424790907,
1.8,,3.6,,3.3,,-213.2844375,,0.439782483,
1.8,,3.7,,3.3,,-213.2840659,,0.4498956,
1.8,,3.8,,3.3,,-213.2838641,,0.455387133,
1.8,,3.9,,3.31,,-213.2838347,,0.456186876,
1.8,,4,,3.3,,-213.2839385,,0.453361516,
1.8,,4.1,,3.31,,-213.284181,,0.446761935,
1.8,,4.2,,3.3,,-213.2845115,,0.437768023,
1.8,,4.3,,3.29,,-213.2849006,,0.427180068,
1.8,,4.4,,3.29,,-213.2853454,,0.415077253,
1.8,,4.5,,3.3,,-213.2857809,,0.403226417,
1.8,,4.6,,3.28,,-213.2861988,,0.391856133,
1.8,,4.7,,3.29,,-213.286589,,0.381237701,
1.8,,4.8,,3.28,,-213.2869004,,0.37276271,
1.8,,4.9,,3.29,,-213.2871391,,0.366268981,
1.8,,5,,3.28,,-213.2873115,,0.361577464,
1.8,,5.1,,3.28,,-213.28741,,0.358896869,
1.8,,5.2,,3.29,,-213.2874515,,0.357766507,
1.8,,5.3,,3.29,,-213.2874609,,0.357512081,
1.8,,5.4,,3.29,,-213.2874535,,0.357712901,
1.8,,5.5,,3.29,,-213.2874496,,0.357820386,
1.8,,5.6,,3.29,,-213.2874671,,0.357343914,
1.8,,5.7,,3.3,,-213.2875096,,0.356185525,
1.8,,5.8,,3.3,,-213.2876087,,0.353489692,
1.8,,5.9,,3.3,,-213.2877507,,0.349626761,
1.8,,6,,3.29,,-213.2879362,,0.344578502,
1.8,,6.1,,3.29,,-213.2881469,,0.33884506,
1.8,,6.2,,3.3,,-213.2883652,,0.332905084,
1.8,,6.3,,3.3,,-213.2885914,,0.326750137,
1.8,,6.4,,3.3,,-213.2888039,,0.320967987,
1.8,,6.5,,3.3,,-213.2889885,,0.315942858,
1.8,,6.6,,3.29,,-213.2891569,,0.311361819,
1.8,,6.7,,3.29,,-213.2892553,,0.308683945,
1.8,,6.8,,3.28,,-213.2892839,,0.307905154,
1.8,,6.9,,3.29,,-213.2892835,,0.307915767,
1.8,,7,,3.29,,-213.289215,,0.30978138,
1.8,,7.1,,3.28,,-213.2890838,,0.313349611,
1.8,,7.2,,3.29,,-213.2889548,,0.316861787,
1.8,,7.3,,3.29,,-213.2887953,,0.321201733,
1.8,,7.4,,3.3,,-213.2886286,,0.325736513,
1.8,,7.5,,3.3,,-213.2885108,,0.32894256,
1.8,,7.6,,3.3,,-213.2884452,,0.330727083,
1.8,,7.7,,3.3,,-213.2884502,,0.330591026,
1.8,,7.8,,3.29,,-213.2885633,,0.327514233,
1.8,,7.9,,3.29,,-213.2887485,,0.322475771,
1.8,,8,,3.28,,-213.289028,,0.314869096,
1.9,,0,,3.27,,-213.2943327,,0.170521871,
1.9,,0.1,,3.27,,-213.2944892,,0.166262198,
1.9,,0.2,,3.27,,-213.2947428,,0.159361115,
1.9,,0.3,,3.25,,-213.2950883,,0.149959576,
1.9,,0.4,,3.26,,-213.2955091,,0.138509291,
1.9,,0.5,,3.24,,-213.2959801,,0.12569381,
1.9,,0.6,,3.24,,-213.2964653,,0.112490839,
1.9,,0.7,,3.24,,-213.2969212,,0.100084618,
1.9,,0.8,,3.22,,-213.2973571,,0.08822208,
1.9,,0.9,,3.21,,-213.2977047,,0.078763942,
1.9,,1,,3.21,,-213.2979915,,0.070959984,
1.9,,1.1,,3.21,,-213.298177,,0.065912814,
1.9,,1.2,,3.21,,-213.2982635,,0.063558211,
1.9,,1.3,,3.21,,-213.2982593,,0.063673043,
1.9,,1.4,,3.21,,-213.2981773,,0.065902473,
1.9,,1.5,,3.21,,-213.2980332,,0.069826085,
1.9,,1.6,,3.21,,-213.2978426,,0.075011762,
1.9,,1.7,,3.2,,-213.2976024,,0.081547396,
1.9,,1.8,,3.2,,-213.297358,,0.088197318,
1.9,,1.9,,3.21,,-213.2971078,,0.095007243,
1.9,,2,,3.2,,-213.2968127,,0.103037327,
1.9,,2.1,,3.21,,-213.2964974,,0.111615448,
1.9,,2.2,,3.2,,-213.2961281,,0.121664891,
1.9,,2.3,,3.21,,-213.2956748,,0.134000362,
1.9,,2.4,,3.2,,-213.2951364,,0.148650164,
1.9,,2.5,,3.21,,-213.294455,,0.167192556,
1.9,,2.6,,3.2,,-213.293639,,0.189396514,
1.9,,2.7,,3.21,,-213.2926805,,0.215480546,
1.9,,2.8,,3.22,,-213.2915848,,0.245295533,
1.9,,2.9,,3.23,,-213.2903921,,0.277750025,
1.9,,3,,3.24,,-213.2891522,,0.311488624,
1.9,,3.1,,3.25,,-213.28792,,0.345018783,
1.9,,3.2,,3.27,,-213.2867506,,0.376840066,
1.9,,3.3,,3.27,,-213.2856911,,0.405669728,
1.9,,3.4,,3.29,,-213.2848061,,0.429753722,
1.9,,3.5,,3.29,,-213.2840706,,0.449765802,
1.9,,3.6,,3.31,,-213.2835474,,0.464004167,
1.9,,3.7,,3.31,,-213.2832083,,0.47323128,
1.9,,3.8,,3.32,,-213.2830585,,0.47730782,
1.9,,3.9,,3.32,,-213.2830805,,0.476708897,
1.9,,4,,3.31,,-213.2832442,,0.472255208,
1.9,,4.1,,3.32,,-213.2835575,,0.463727971,
1.9,,4.2,,3.31,,-213.283963,,0.452695109,
1.9,,4.3,,3.31,,-213.2844409,,0.439690781,
1.9,,4.4,,3.3,,-213.284954,,0.425728067,
1.9,,4.5,,3.29,,-213.2854706,,0.411671747,
1.9,,4.6,,3.3,,-213.2859725,,0.398012168,
1.9,,4.7,,3.3,,-213.2864119,,0.386057112,
1.9,,4.8,,3.28,,-213.2867926,,0.375696643,
1.9,,4.9,,3.29,,-213.2870979,,0.367390363,
1.9,,5,,3.28,,-213.2873003,,0.361881687,
1.9,,5.1,,3.29,,-213.2874345,,0.358230734,
1.9,,5.2,,3.29,,-213.2875008,,0.35642689,
1.9,,5.3,,3.29,,-213.2875238,,0.355800212,
1.9,,5.4,,3.29,,-213.2875268,,0.355717761,
1.9,,5.5,,3.29,,-213.2875331,,0.355547418,
1.9,,5.6,,3.29,,-213.2875634,,0.354723457,
1.9,,5.7,,3.3,,-213.2876295,,0.352922878,
1.9,,5.8,,3.3,,-213.2877504,,0.349633292,
1.9,,5.9,,3.29,,-213.2879219,,0.344967353,
1.9,,6,,3.29,,-213.2881366,,0.339125882,
1.9,,6.1,,3.3,,-213.2883771,,0.332581813,
1.9,,6.2,,3.3,,-213.2886388,,0.325460045,
1.9,,6.3,,3.3,,-213.2889004,,0.318340998,
1.9,,6.4,,3.28,,-213.2891512,,0.311516107,
1.9,,6.5,,3.28,,-213.2893724,,0.305498306,
1.9,,6.6,,3.28,,-213.2895446,,0.30081087,
1.9,,6.7,,3.29,,-213.2896612,,0.29763911,
1.9,,6.8,,3.29,,-213.2897051,,0.296443985,
1.9,,6.9,,3.28,,-213.2896799,,0.297130528,
1.9,,7,,3.29,,-213.289597,,0.299385537,
1.9,,7.1,,3.28,,-213.2894514,,0.303348878,
1.9,,7.2,,3.28,,-213.2892704,,0.308271692,
1.9,,7.3,,3.29,,-213.2890862,,0.313286209,
1.9,,7.4,,3.28,,-213.2888758,,0.319009583,
1.9,,7.5,,3.3,,-213.2887156,,0.323368849,
1.9,,7.6,,3.3,,-213.2886078,,0.326303598,
1.9,,7.7,,3.3,,-213.2885697,,0.327341169,
1.9,,7.8,,3.28,,-213.2886235,,0.325876924,
1.9,,7.9,,3.29,,-213.2887799,,0.321619156,
1.9,,8,,3.29,,-213.2890071,,0.31543727,
2,,0,,3.26,,-213.294561,,0.164309236,
2,,0.1,,3.26,,-213.2947006,,0.160510525,
2,,0.2,,3.26,,-213.2949377,,0.154057613,
2,,0.3,,3.26,,-213.2952547,,0.145431872,
2,,0.4,,3.26,,-213.2956283,,0.13526542,
2,,0.5,,3.24,,-213.2960772,,0.123049134,
2,,0.6,,3.23,,-213.2965286,,0.110766725,
2,,0.7,,3.23,,-213.2969837,,0.098382,
2,,0.8,,3.23,,-213.2973884,,0.087371996,
2,,0.9,,3.21,,-213.2977425,,0.077735078,
2,,1,,3.21,,-213.2980272,,0.069988265,
2,,1.1,,3.21,,-213.2982169,,0.064825446,
2,,1.2,,3.21,,-213.298313,,0.062212063,
2,,1.3,,3.21,,-213.2983224,,0.061954371,
2,,1.4,,3.21,,-213.2982564,,0.063750052,
2,,1.5,,3.21,,-213.2981287,,0.067224947,
2,,1.6,,3.2,,-213.2979567,,0.071907485,
2,,1.7,,3.2,,-213.2977458,,0.077646369,
2,,1.8,,3.21,,-213.2974993,,0.084353163,
2,,1.9,,3.2,,-213.2972409,,0.091384861,
2,,2,,3.21,,-213.2969278,,0.099905022,
2,,2.1,,3.2,,-213.2965982,,0.108872267,
2,,2.2,,3.19,,-213.2961757,,0.1203699,
2,,2.3,,3.2,,-213.2956842,,0.133744575,
2,,2.4,,3.19,,-213.2950509,,0.150978099,
2,,2.5,,3.21,,-213.2942853,,0.171811419,
2,,2.6,,3.2,,-213.2933743,,0.196599916,
2,,2.7,,3.21,,-213.2923067,,0.225650262,
2,,2.8,,3.23,,-213.2910971,,0.258565716,
2,,2.9,,3.24,,-213.2898145,,0.293466786,
2,,3,,3.25,,-213.2885022,,0.329177122,
2,,3.1,,3.27,,-213.2871991,,0.364636297,
2,,3.2,,3.27,,-213.2860075,,0.397061674,
2,,3.3,,3.29,,-213.2849437,,0.426008889,
2,,3.4,,3.29,,-213.2840312,,0.450840108,
2,,3.5,,3.31,,-213.2833309,,0.469895979,
2,,3.6,,3.32,,-213.2828251,,0.483658961,
2,,3.7,,3.32,,-213.2825197,,0.491969867,
2,,3.8,,3.33,,-213.2824104,,0.494943529,
2,,3.9,,3.33,,-213.2824803,,0.493040363,
2,,4,,3.32,,-213.2827016,,0.487020385,
2,,4.1,,3.33,,-213.2830685,,0.477034618,
2,,4.2,,3.32,,-213.2835423,,0.464141584,
2,,4.3,,3.32,,-213.2840843,,0.449394638,
2,,4.4,,3.31,,-213.2846719,,0.433404675,
2,,4.5,,3.3,,-213.2852611,,0.417371991,
2,,4.6,,3.29,,-213.2858227,,0.402090068,
2,,4.7,,3.3,,-213.2863396,,0.388024496,
2,,4.8,,3.29,,-213.2867828,,0.375964403,
2,,4.9,,3.28,,-213.2871099,,0.367063554,
2,,5,,3.28,,-213.2873605,,0.360244105,
2,,5.1,,3.29,,-213.287532,,0.355578167,
2,,5.2,,3.29,,-213.2876191,,0.353206421,
2,,5.3,,3.29,,-213.2876568,,0.352181095,
2,,5.4,,3.29,,-213.2876709,,0.351797687,
2,,5.5,,3.29,,-213.2876875,,0.35134625,
2,,5.6,,3.3,,-213.2877256,,0.350308407,
2,,5.7,,3.3,,-213.2878144,,0.347892307,
2,,5.8,,3.29,,-213.2879555,,0.344051962,
2,,5.9,,3.29,,-213.288151,,0.338732133,
2,,6,,3.3,,-213.2883898,,0.332235139,
2,,6.1,,3.3,,-213.2886663,,0.324710915,
2,,6.2,,3.3,,-213.2889612,,0.316686545,
2,,6.3,,3.29,,-213.289282,,0.307957128,
2,,6.4,,3.29,,-213.2895632,,0.300306643,
2,,6.5,,3.29,,-213.2898051,,0.293723661,
2,,6.6,,3.28,,-213.2899976,,0.288484922,
2,,6.7,,3.28,,-213.2901216,,0.28510962,
2,,6.8,,3.29,,-213.2901585,,0.28410688,
2,,6.9,,3.28,,-213.2901405,,0.284595597,
2,,7,,3.29,,-213.2900285,,0.287643002,
2,,7.1,,3.29,,-213.2898665,,0.292051521,
2,,7.2,,3.28,,-213.2896588,,0.297705233,
2,,7.3,,3.29,,-213.2894265,,0.304026169,
2,,7.4,,3.29,,-213.2891933,,0.310369691,
2,,7.5,,3.28,,-213.288968,,0.316502052,
2,,7.6,,3.28,,-213.2888063,,0.320901319,
2,,7.7,,3.28,,-213.2887176,,0.323316059,
2,,7.8,,3.28,,-213.288717,,0.323331841,
2,,7.9,,3.29,,-213.2888198,,0.320535054,
2,,8,,3.29,,-213.2889937,,0.315802447,
2.1,,0,,3.27,,-213.294678,,0.161125502,
2.1,,0.1,,3.27,,-213.2947807,,0.158329803,
2.1,,0.2,,3.27,,-213.2949743,,0.153062492,
2.1,,0.3,,3.25,,-213.295275,,0.14487948,
2.1,,0.4,,3.25,,-213.2956434,,0.134855345,
2.1,,0.5,,3.25,,-213.2960462,,0.123893232,
2.1,,0.6,,3.23,,-213.2964908,,0.111794772,
2.1,,0.7,,3.23,,-213.2969325,,0.099775496,
2.1,,0.8,,3.23,,-213.29733,,0.088961142,
2.1,,0.9,,3.21,,-213.2976987,,0.078927754,
2.1,,1,,3.21,,-213.2979918,,0.070952365,
2.1,,1.1,,3.21,,-213.2981953,,0.065413212,
2.1,,1.2,,3.21,,-213.2983097,,0.062301861,
2.1,,1.3,,3.21,,-213.2983404,,0.061464294,
2.1,,1.4,,3.19,,-213.2982992,,0.062587036,
2.1,,1.5,,3.2,,-213.2982141,,0.064901638,
2.1,,1.6,,3.2,,-213.2980616,,0.069052193,
2.1,,1.7,,3.19,,-213.2978597,,0.074546447,
2.1,,1.8,,3.2,,-213.2976411,,0.080493498,
2.1,,1.9,,3.19,,-213.297376,,0.087707784,
2.1,,2,,3.2,,-213.2970727,,0.095962635,
2.1,,2.1,,3.19,,-213.2967134,,0.105738602,
2.1,,2.2,,3.2,,-213.2962636,,0.117978018,
2.1,,2.3,,3.2,,-213.2957127,,0.132969867,
2.1,,2.4,,3.19,,-213.2950291,,0.151570491,
2.1,,2.5,,3.2,,-213.294189,,0.174429972,
2.1,,2.6,,3.21,,-213.2931761,,0.201994576,
2.1,,2.7,,3.22,,-213.29201,,0.233723613,
2.1,,2.8,,3.23,,-213.2907251,,0.268687813,
2.1,,2.9,,3.23,,-213.2893606,,0.305819673,
2.1,,3,,3.25,,-213.2879914,,0.343076433,
2.1,,3.1,,3.27,,-213.2866572,,0.379382427,
2.1,,3.2,,3.29,,-213.2854243,,0.41293109,
2.1,,3.3,,3.29,,-213.284355,,0.44202688,
2.1,,3.4,,3.31,,-213.2834579,,0.466437954,
2.1,,3.5,,3.32,,-213.2827677,,0.485220079,
2.1,,3.6,,3.32,,-213.2822819,,0.498439377,
2.1,,3.7,,3.33,,-213.2820145,,0.505717066,
2.1,,3.8,,3.34,,-213.2819306,,0.507999286,
2.1,,3.9,,3.34,,-213.2820425,,0.504953786,
2.1,,4,,3.33,,-213.2823245,,0.497279355,
2.1,,4.1,,3.32,,-213.2827225,,0.486450579,
2.1,,4.2,,3.33,,-213.2832623,,0.471761321,
2.1,,4.3,,3.32,,-213.2838657,,0.455343322,
2.1,,4.4,,3.31,,-213.2845065,,0.437904353,
2.1,,4.5,,3.3,,-213.2851515,,0.420353816,
2.1,,4.6,,3.31,,-213.2857815,,0.403209818,
2.1,,4.7,,3.3,,-213.2863568,,0.387555915,
2.1,,4.8,,3.29,,-213.2868465,,0.374229404,
2.1,,4.9,,3.3,,-213.2872168,,0.364153839,
